id,crop_type,supplier,crop_date,crop_supply,crop_price
37260,RD,D,2020-12-08,4300,360
37261,RD,D,2020-12-09,4300,560
37262,RD,D,2020-12-10,0,0
37263,RD,D,2020-12-11,4300,453
37264,RD,D,2020-12-12,0,0
37265,RD,D,2020-12-13,0,0
37266,RD,D,2020-12-14,0,0
37267,RD,D,2020-12-15,4300,500
37268,RD,D,2020-12-16,0,0
37269,RD,D,2020-12-17,0,0
37270,RD,D,2020-12-18,0,0
37271,RD,D,2020-12-19,0,0
37272,RD,D,2020-12-20,0,0
37273,RD,D,2020-12-21,0,0
37274,RD,D,2020-12-22,6440,571
37275,RD,D,2020-12-23,12920,438
37276,RD,D,2020-12-24,0,0
37277,RD,D,2020-12-25,0,0
37278,RD,D,2020-12-26,0,0
37279,RD,D,2020-12-27,0,0
37280,RD,D,2020-12-28,17200,561
37281,RD,D,2020-12-29,0,0
37282,RD,D,2020-12-30,0,0
37283,RD,D,2020-12-31,4300,745
37284,RD,D,2021-01-01,0,0
37285,RD,D,2021-01-02,0,0
37286,RD,D,2021-01-03,0,0
37287,RD,D,2021-01-04,25800,727
37288,RD,D,2021-01-05,51480,535
37289,RD,D,2021-01-06,25800,709
37290,RD,D,2021-01-07,43000,607
37291,RD,D,2021-01-08,17200,772
37292,RD,D,2021-01-09,0,0
37293,RD,D,2021-01-10,0,0
37294,RD,D,2021-01-11,17200,810
37295,RD,D,2021-01-12,25800,779
37296,RD,D,2021-01-13,17200,765
37297,RD,D,2021-01-14,8600,795
37298,RD,D,2021-01-15,25800,777
37299,RD,D,2021-01-16,25840,672
37300,RD,D,2021-01-17,0,0
37301,RD,D,2021-01-18,17200,660
37302,RD,D,2021-01-19,30120,440
37303,RD,D,2021-01-20,17200,556
37304,RD,D,2021-01-21,8600,562
37305,RD,D,2021-01-22,17200,532
37306,RD,D,2021-01-23,45960,451
37307,RD,D,2021-01-24,0,0
37308,RD,D,2021-01-25,8600,535
37309,RD,D,2021-01-26,25800,355
37310,RD,D,2021-01-27,39600,320
37311,RD,D,2021-01-28,17200,385
37312,RD,D,2021-01-29,23680,220
37313,RD,D,2021-01-30,0,0
37314,RD,D,2021-01-31,0,0
37315,RD,D,2021-02-01,6460,407
37316,RD,D,2021-02-02,6440,388
37317,RD,D,2021-02-03,4300,390
37318,RD,D,2021-02-04,8600,414
37319,RD,D,2021-02-05,12900,442
37320,RD,D,2021-02-06,0,0
37321,RD,D,2021-02-07,0,0
37322,RD,D,2021-02-08,21500,340
37323,RD,D,2021-02-09,17200,370
37324,RD,D,2021-02-10,8600,250
37325,RD,D,2021-02-11,0,0
37326,RD,D,2021-02-12,0,0
37327,RD,D,2021-02-13,0,0
37328,RD,D,2021-02-14,0,0
37329,RD,D,2021-02-15,4300,315
37330,RD,D,2021-02-16,4300,410
37331,RD,D,2021-02-17,12900,492
37332,RD,D,2021-02-18,4300,470
37333,RD,D,2021-02-19,0,0
37334,RD,D,2021-02-20,0,0
37335,RD,D,2021-02-21,0,0
37336,RD,D,2021-02-22,13980,375
37337,RD,D,2021-02-23,24720,318
37338,RD,D,2021-02-24,23640,276
37339,RD,D,2021-02-25,16120,293
37340,RD,D,2021-02-26,4300,365
37341,RD,D,2021-02-27,8600,378
37342,RD,D,2021-02-28,0,0
37343,RD,D,2021-03-01,0,0
37344,RD,D,2021-03-02,8620,340
37345,RD,D,2021-03-03,0,0
37346,RD,D,2021-03-04,4300,365
37347,RD,D,2021-03-05,8620,368
37348,RD,D,2021-03-06,11840,351
37349,RD,D,2021-03-07,0,0
37350,RD,D,2021-03-08,17240,323
37351,RD,D,2021-03-09,23700,275
37352,RD,D,2021-03-10,17200,350
37353,RD,D,2021-03-11,7520,259
37354,RD,D,2021-03-12,4300,250
37355,RD,D,2021-03-13,4300,275
37356,RD,D,2021-03-14,0,0
37357,RD,D,2021-03-15,0,0
37358,RD,D,2021-03-16,3220,420
37359,RD,D,2021-03-17,0,0
37360,RD,D,2021-03-18,0,0
37361,RD,D,2021-03-19,5380,432
37362,RD,D,2021-03-20,22600,312
37363,RD,D,2021-03-21,0,0
37364,RD,D,2021-03-22,4300,275
37365,RD,D,2021-03-23,20460,225
37366,RD,D,2021-03-24,0,0
37367,RD,D,2021-03-25,4300,200
37368,RD,D,2021-03-26,7660,228
37369,RD,D,2021-03-27,0,0
37370,RD,D,2021-03-28,0,0
37371,RD,D,2021-03-29,0,0
37372,RD,D,2021-03-30,5380,294
37373,RD,D,2021-03-31,8600,355
37374,RD,D,2021-04-01,16240,275
37375,RD,D,2021-04-02,11920,247
37376,RD,D,2021-04-03,23880,284
37377,RD,D,2021-04-04,0,0
37378,RD,D,2021-04-05,15280,330
37379,RD,D,2021-04-06,0,0
37380,RD,D,2021-04-07,16240,406
37381,RD,D,2021-04-08,8600,340
37382,RD,D,2021-04-09,67960,356
37383,RD,D,2021-04-10,32520,318
37384,RD,D,2021-04-11,0,0
37385,RD,D,2021-04-12,50680,267
37386,RD,D,2021-04-13,7640,285
37387,RD,D,2021-04-14,34480,252
37388,RD,D,2021-04-15,0,0
37389,RD,D,2021-04-16,15760,410
37390,RD,D,2021-04-17,25800,336
37391,RD,D,2021-04-18,0,0
37392,RD,D,2021-04-19,16280,367
37393,RD,D,2021-04-20,50200,258
37394,RD,D,2021-04-21,17200,204
37395,RD,D,2021-04-22,34480,233
37396,RD,D,2021-04-23,32320,253
37397,RD,D,2021-04-24,0,0
37398,RD,D,2021-04-25,0,0
37399,RD,D,2021-04-26,30600,307
37400,RD,D,2021-04-27,0,0
37401,RD,D,2021-04-28,34480,436
37402,RD,D,2021-04-29,15920,420
37403,RD,D,2021-04-30,23880,397
37404,RD,D,2021-05-01,13920,417
37405,RD,D,2021-05-02,0,0
37406,RD,D,2021-05-03,21940,402
37407,RD,D,2021-05-04,15860,402
37408,RD,D,2021-05-05,15920,408
37409,RD,D,2021-05-06,15960,391
37410,RD,D,2021-05-07,15460,409
37411,RD,D,2021-05-08,13820,401
37412,RD,D,2021-05-09,0,0
37413,RD,D,2021-05-10,20220,414
37414,RD,D,2021-05-11,15920,383
37415,RD,D,2021-05-12,11960,396
37416,RD,D,2021-05-13,12280,387
37417,RD,D,2021-05-14,7960,405
37418,RD,D,2021-05-15,7940,387
37419,RD,D,2021-05-16,0,0
37420,RD,D,2021-05-17,31880,196
37421,RD,D,2021-05-18,15940,285
37422,RD,D,2021-05-19,7960,337
37423,RD,D,2021-05-20,0,0
37424,RD,D,2021-05-21,0,0
37425,RD,D,2021-05-22,0,0
37426,RD,D,2021-05-23,0,0
37427,RD,D,2021-05-24,0,0
37428,RD,D,2021-05-25,9960,354
37429,RD,D,2021-05-26,0,0
37430,RD,D,2021-05-27,0,0
37431,RD,D,2021-05-28,0,0
37432,RD,D,2021-05-29,0,0
37433,RD,D,2021-05-30,0,0
37434,RD,D,2021-05-31,0,0
37435,RD,D,2021-06-01,0,0
37436,RD,D,2021-06-02,0,0
37437,RD,D,2021-06-03,0,0
37438,RD,D,2021-06-04,0,0
37439,RD,D,2021-06-05,0,0
37440,RD,D,2021-06-06,0,0
37441,RD,D,2021-06-07,0,0
37442,RD,D,2021-06-08,0,0
37443,RD,D,2021-06-09,0,0
37444,RD,D,2021-06-10,0,0
37445,RD,D,2021-06-11,0,0
37446,RD,D,2021-06-12,0,0
37447,RD,D,2021-06-13,0,0
37448,RD,D,2021-06-14,0,0
37449,RD,D,2021-06-15,0,0
37450,RD,D,2021-06-16,0,0
37451,RD,D,2021-06-17,0,0
37452,RD,D,2021-06-18,0,0
37453,RD,D,2021-06-19,0,0
37454,RD,D,2021-06-20,0,0
37455,RD,D,2021-06-21,0,0
37456,RD,D,2021-06-22,0,0
37457,RD,D,2021-06-23,0,0
37458,RD,D,2021-06-24,0,0
37459,RD,D,2021-06-25,0,0
37460,RD,D,2021-06-26,0,0
37461,RD,D,2021-06-27,0,0
37462,RD,D,2021-06-28,0,0
37463,RD,D,2021-06-29,0,0
37464,RD,D,2021-06-30,0,0
37465,RD,D,2021-07-01,0,0
37466,RD,D,2021-07-02,0,0
37467,RD,D,2021-07-03,0,0
37468,RD,D,2021-07-04,0,0
37469,RD,D,2021-07-05,0,0
37470,RD,D,2021-07-06,0,0
37471,RD,D,2021-07-07,0,0
37472,RD,D,2021-07-08,0,0
37473,RD,D,2021-07-09,0,0
37474,RD,D,2021-07-10,0,0
37475,RD,D,2021-07-11,0,0
37476,RD,D,2021-07-12,0,0
37477,RD,D,2021-07-13,0,0
37478,RD,D,2021-07-14,0,0
37479,RD,D,2021-07-15,0,0
37480,RD,D,2021-07-16,0,0
37481,RD,D,2021-07-17,0,0
37482,RD,D,2021-07-18,0,0
37483,RD,D,2021-07-19,0,0
37484,RD,D,2021-07-20,0,0
37485,RD,D,2021-07-21,0,0
37486,RD,D,2021-07-22,0,0
37487,RD,D,2021-07-23,0,0
37488,RD,D,2021-07-24,0,0
37489,RD,D,2021-07-25,0,0
37490,RD,D,2021-07-26,0,0
37491,RD,D,2021-07-27,0,0
37492,RD,D,2021-07-28,0,0
37493,RD,D,2021-07-29,0,0
37494,RD,D,2021-07-30,0,0
37495,RD,D,2021-07-31,0,0
37496,RD,D,2021-08-01,0,0
37497,RD,D,2021-08-02,0,0
37498,RD,D,2021-08-03,0,0
37499,RD,D,2021-08-04,0,0
37500,RD,D,2021-08-05,0,0
37501,RD,D,2021-08-06,0,0
37502,RD,D,2021-08-07,0,0
37503,RD,D,2021-08-08,0,0
37504,RD,D,2021-08-09,0,0
37505,RD,D,2021-08-10,0,0
37506,RD,D,2021-08-11,0,0
37507,RD,D,2021-08-12,0,0
37508,RD,D,2021-08-13,0,0
37509,RD,D,2021-08-14,0,0
37510,RD,D,2021-08-15,0,0
37511,RD,D,2021-08-16,0,0
37512,RD,D,2021-08-17,0,0
37513,RD,D,2021-08-18,0,0
37514,RD,D,2021-08-19,0,0
37515,RD,D,2021-08-20,0,0
37516,RD,D,2021-08-21,0,0
37517,RD,D,2021-08-22,0,0
37518,RD,D,2021-08-23,0,0
37519,RD,D,2021-08-24,0,0
37520,RD,D,2021-08-25,0,0
37521,RD,D,2021-08-26,0,0
37522,RD,D,2021-08-27,0,0
37523,RD,D,2021-08-28,0,0
37524,RD,D,2021-08-29,0,0
37525,RD,D,2021-08-30,0,0
37526,RD,D,2021-08-31,0,0
37527,RD,D,2021-09-01,0,0
37528,RD,D,2021-09-02,0,0
37529,RD,D,2021-09-03,0,0
37530,RD,D,2021-09-04,0,0
37531,RD,D,2021-09-05,0,0
37532,RD,D,2021-09-06,0,0
37533,RD,D,2021-09-07,0,0
37534,RD,D,2021-09-08,0,0
37535,RD,D,2021-09-09,0,0
37536,RD,D,2021-09-10,0,0
37537,RD,D,2021-09-11,0,0
37538,RD,D,2021-09-12,0,0
37539,RD,D,2021-09-13,0,0
37540,RD,D,2021-09-14,0,0
37541,RD,D,2021-09-15,0,0
37542,RD,D,2021-09-16,0,0
37543,RD,D,2021-09-17,0,0
37544,RD,D,2021-09-18,0,0
37545,RD,D,2021-09-19,0,0
37546,RD,D,2021-09-20,0,0
37547,RD,D,2021-09-21,0,0
37548,RD,D,2021-09-22,0,0
37549,RD,D,2021-09-23,0,0
37550,RD,D,2021-09-24,0,0
37551,RD,D,2021-09-25,0,0
37552,RD,D,2021-09-26,0,0
37553,RD,D,2021-09-27,0,0
37554,RD,D,2021-09-28,0,0
37555,RD,D,2021-09-29,0,0
37556,RD,D,2021-09-30,0,0
37557,RD,D,2021-10-01,0,0
37558,RD,D,2021-10-02,0,0
37559,RD,D,2021-10-03,0,0
37560,RD,D,2021-10-04,0,0
37561,RD,D,2021-10-05,0,0
37562,RD,D,2021-10-06,0,0
37563,RD,D,2021-10-07,0,0
37564,RD,D,2021-10-08,0,0
37565,RD,D,2021-10-09,0,0
37566,RD,D,2021-10-10,0,0
37567,RD,D,2021-10-11,0,0
37568,RD,D,2021-10-12,0,0
37569,RD,D,2021-10-13,0,0
37570,RD,D,2021-10-14,0,0
37571,RD,D,2021-10-15,0,0
37572,RD,D,2021-10-16,0,0
37573,RD,D,2021-10-17,0,0
37574,RD,D,2021-10-18,0,0
37575,RD,D,2021-10-19,0,0
37576,RD,D,2021-10-20,0,0
37577,RD,D,2021-10-21,0,0
37578,RD,D,2021-10-22,0,0
37579,RD,D,2021-10-23,0,0
37580,RD,D,2021-10-24,0,0
37581,RD,D,2021-10-25,0,0
37582,RD,D,2021-10-26,0,0
37583,RD,D,2021-10-27,0,0
37584,RD,D,2021-10-28,0,0
37585,RD,D,2021-10-29,0,0
37586,RD,D,2021-10-30,0,0
37587,RD,D,2021-10-31,0,0
37588,RD,D,2021-11-01,0,0
37589,RD,D,2021-11-02,0,0
37590,RD,D,2021-11-03,0,0
37591,RD,D,2021-11-04,0,0
37592,RD,D,2021-11-05,0,0
37593,RD,D,2021-11-06,0,0
37594,RD,D,2021-11-07,0,0
37595,RD,D,2021-11-08,0,0
37596,RD,D,2021-11-09,0,0
37597,RD,D,2021-11-10,0,0
37598,RD,D,2021-11-11,0,0
37599,RD,D,2021-11-12,0,0
37600,RD,D,2021-11-13,0,0
37601,RD,D,2021-11-14,0,0
37602,RD,D,2021-11-15,0,0
37603,RD,D,2021-11-16,0,0
37604,RD,D,2021-11-17,0,0
37605,RD,D,2021-11-18,0,0
37606,RD,D,2021-11-19,0,0
37607,RD,D,2021-11-20,0,0
37608,RD,D,2021-11-21,0,0
37609,RD,D,2021-11-22,0,0
37610,RD,D,2021-11-23,0,0
37611,RD,D,2021-11-24,0,0
37612,RD,D,2021-11-25,0,0
37613,RD,D,2021-11-26,0,0
37614,RD,D,2021-11-27,0,0
37615,RD,D,2021-11-28,0,0
37616,RD,D,2021-11-29,0,0
37617,RD,D,2021-11-30,0,0
37618,RD,D,2021-12-01,0,0
37619,RD,D,2021-12-02,0,0
37620,RD,D,2021-12-03,0,0
37621,RD,D,2021-12-04,0,0
37622,RD,D,2021-12-05,0,0
37623,RD,D,2021-12-06,0,0
37624,RD,D,2021-12-07,0,0
37625,RD,D,2021-12-08,0,0
37626,RD,D,2021-12-09,0,0
37627,RD,D,2021-12-10,0,0
37628,RD,D,2021-12-11,0,0
37629,RD,D,2021-12-12,0,0
37630,RD,D,2021-12-13,0,0
37631,RD,D,2021-12-14,0,0
37632,RD,D,2021-12-15,4300,530
37633,RD,D,2021-12-16,4300,525
37634,RD,D,2021-12-17,4300,520
37635,RD,D,2021-12-18,0,0
37636,RD,D,2021-12-19,0,0
37637,RD,D,2021-12-20,0,0
37638,RD,D,2021-12-21,4300,470
37639,RD,D,2021-12-22,4300,455
37640,RD,D,2021-12-23,0,0
37641,RD,D,2021-12-24,0,0
37642,RD,D,2021-12-25,0,0
37643,RD,D,2021-12-26,0,0
37644,RD,D,2021-12-27,0,0
37645,RD,D,2021-12-28,0,0
37646,RD,D,2021-12-29,0,0
37647,RD,D,2021-12-30,0,0
37648,RD,D,2021-12-31,0,0
37649,RD,D,2022-01-01,0,0
37650,RD,D,2022-01-02,0,0
37651,RD,D,2022-01-03,0,0
37652,RD,D,2022-01-04,0,0
37653,RD,D,2022-01-05,4300,365
37654,RD,D,2022-01-06,7960,457
37655,RD,D,2022-01-07,0,0
37656,RD,D,2022-01-08,0,0
37657,RD,D,2022-01-09,0,0
37658,RD,D,2022-01-10,4300,442
37659,RD,D,2022-01-11,4300,558
37660,RD,D,2022-01-12,4300,585
37661,RD,D,2022-01-13,4300,553
37662,RD,D,2022-01-14,4300,523
37663,RD,D,2022-01-15,8600,478
37664,RD,D,2022-01-16,0,0
37665,RD,D,2022-01-17,8600,504
37666,RD,D,2022-01-18,8600,534
37667,RD,D,2022-01-19,4300,516
37668,RD,D,2022-01-20,0,0
37669,RD,D,2022-01-21,0,0
37670,RD,D,2022-01-22,4300,620
37671,RD,D,2022-01-23,0,0
37672,RD,D,2022-01-24,8600,571
37673,RD,D,2022-01-25,4300,583
37674,RD,D,2022-01-26,12900,494
37675,RD,D,2022-01-27,4280,590
37676,RD,D,2022-01-28,4280,587
37677,RD,D,2022-01-29,6440,563
37678,RD,D,2022-01-30,1080,420
37679,RD,D,2022-01-31,0,0
37680,RD,D,2022-02-01,0,0
37681,RD,D,2022-02-02,0,0
37682,RD,D,2022-02-03,0,0
37683,RD,D,2022-02-04,0,0
37684,RD,D,2022-02-05,10740,461
37685,RD,D,2022-02-06,0,0
37686,RD,D,2022-02-07,8600,518
37687,RD,D,2022-02-08,8600,490
37688,RD,D,2022-02-09,8600,447
37689,RD,D,2022-02-10,8600,439
37690,RD,D,2022-02-11,8600,392
37691,RD,D,2022-02-12,4300,394
37692,RD,D,2022-02-13,0,0
37693,RD,D,2022-02-14,4300,397
37694,RD,D,2022-02-15,0,0
37695,RD,D,2022-02-16,11820,519
37696,RD,D,2022-02-17,0,0
37697,RD,D,2022-02-18,4300,540
37698,RD,D,2022-02-19,4300,575
37699,RD,D,2022-02-20,0,0
37700,RD,D,2022-02-21,15040,516
37701,RD,D,2022-02-22,9660,559
37702,RD,D,2022-02-23,8600,531
37703,RD,D,2022-02-24,16120,511
37704,RD,D,2022-02-25,8600,484
37705,RD,D,2022-02-26,8600,465
37706,RD,D,2022-02-27,0,0
37707,RD,D,2022-02-28,15040,437
37708,RD,D,2022-03-01,13980,456
37709,RD,D,2022-03-02,17120,480
37710,RD,D,2022-03-03,12900,480
37711,RD,D,2022-03-04,5380,530
37712,RD,D,2022-03-05,15040,447
37713,RD,D,2022-03-06,0,0
37714,RD,D,2022-03-07,12900,452
37715,RD,D,2022-03-08,21480,472
37716,RD,D,2022-03-09,21480,468
37717,RD,D,2022-03-10,19340,464
37718,RD,D,2022-03-11,17200,463
37719,RD,D,2022-03-12,19340,415
37720,RD,D,2022-03-13,0,0
37721,RD,D,2022-03-14,20420,381
37722,RD,D,2022-03-15,11384,574
37723,RD,D,2022-03-16,5380,438
37724,RD,D,2022-03-17,15060,382
37725,RD,D,2022-03-18,26880,397
37726,RD,D,2022-03-19,11820,411
37727,RD,D,2022-03-20,0,0
37728,RD,D,2022-03-21,12900,463
37729,RD,D,2022-03-22,22560,545
37730,RD,D,2022-03-23,34400,501
37731,RD,D,2022-03-24,19240,515
37732,RD,D,2022-03-25,18260,495
37733,RD,D,2022-03-26,7520,501
37734,RD,D,2022-03-27,0,0
37735,RD,D,2022-03-28,15040,454
37736,RD,D,2022-03-29,19360,424
37737,RD,D,2022-03-30,15040,430
37738,RD,D,2022-03-31,23640,357
37739,RD,D,2022-04-01,9680,480
37740,RD,D,2022-04-02,13980,438
37741,RD,D,2022-04-03,0,0
37742,RD,D,2022-04-04,12900,587
37743,RD,D,2022-04-05,21500,468
37744,RD,D,2022-04-06,8600,452
37745,RD,D,2022-04-07,17200,391
37746,RD,D,2022-04-08,12900,355
37747,RD,D,2022-04-09,16120,385
37748,RD,D,2022-04-10,0,0
37749,RD,D,2022-04-11,13980,333
37750,RD,D,2022-04-12,13980,379
37751,RD,D,2022-04-13,6440,382
37752,RD,D,2022-04-14,0,0
37753,RD,D,2022-04-15,7520,385
37754,RD,D,2022-04-16,0,0
37755,RD,D,2022-04-17,0,0
37756,RD,D,2022-04-18,7520,439
37757,RD,D,2022-04-19,11820,387
37758,RD,D,2022-04-20,5380,352
37759,RD,D,2022-04-21,10740,336
37760,RD,D,2022-04-22,4300,382
37761,RD,D,2022-04-23,4300,425
37762,RD,D,2022-04-24,0,0
37763,RD,D,2022-04-25,4300,537
37764,RD,D,2022-04-26,8600,649
37765,RD,D,2022-04-27,6440,557
37766,RD,D,2022-04-28,7520,551
37767,RD,D,2022-04-29,7520,348
37768,RD,D,2022-04-30,8600,478
37769,RD,D,2022-05-01,0,0
37770,RD,D,2022-05-02,4300,447
37771,RD,D,2022-05-03,4300,137
37772,RD,D,2022-05-04,0,0
37773,RD,D,2022-05-05,0,0
37774,RD,D,2022-05-06,9680,549
37775,RD,D,2022-05-07,4300,705
37776,RD,D,2022-05-08,0,0
37777,RD,D,2022-05-09,8600,723
37778,RD,D,2022-05-10,8600,731
37779,RD,D,2022-05-11,8600,593
37780,RD,D,2022-05-12,9660,509
37781,RD,D,2022-05-13,8600,511
37782,RD,D,2022-05-14,7640,550
37783,RD,D,2022-05-15,0,0
37784,RD,D,2022-05-16,12620,524
37785,RD,D,2022-05-17,10216,541
37786,RD,D,2022-05-18,15280,607
37787,RD,D,2022-05-19,15640,617
37788,RD,D,2022-05-20,21420,634
37789,RD,D,2022-05-21,14920,494
37790,RD,D,2022-05-22,0,0
37791,RD,D,2022-05-23,8600,659
37792,RD,D,2022-05-24,0,0
37793,RD,D,2022-05-25,0,0
37794,RD,D,2022-05-26,3820,673
37795,RD,D,2022-05-27,7640,640
37796,RD,D,2022-05-28,3820,665
37797,RD,D,2022-05-29,0,0
37798,RD,D,2022-05-30,7640,662
37799,RD,D,2022-05-31,7640,667
37800,RD,D,2022-06-01,11460,620
37801,RD,D,2022-06-02,11460,633
37802,RD,D,2022-06-03,11440,603
37803,RD,D,2022-06-04,0,0
37804,RD,D,2022-06-05,0,0
37805,RD,D,2022-06-06,11460,664
37806,RD,D,2022-06-07,11460,641
37807,RD,D,2022-06-08,11440,547
37808,RD,D,2022-06-09,9540,562
37809,RD,D,2022-06-10,11460,537
37810,RD,D,2022-06-11,9540,626
37811,RD,D,2022-06-12,0,0
37812,RD,D,2022-06-13,7600,665
37813,RD,D,2022-06-14,9500,576
37814,RD,D,2022-06-15,0,0
37815,RD,D,2022-06-16,0,0
37816,RD,D,2022-06-17,7960,661
37817,RD,D,2022-06-18,0,0
37818,RD,D,2022-06-19,0,0
37819,RD,D,2022-06-20,7960,484
37820,RD,D,2022-06-21,0,0
37821,RD,D,2022-06-22,0,0
37822,RD,D,2022-06-23,0,0
37823,RD,D,2022-06-24,0,0
37824,RD,D,2022-06-25,0,0
37825,RD,D,2022-06-26,0,0
37826,RD,D,2022-06-27,0,0
37827,RD,D,2022-06-28,0,0
37828,RD,D,2022-06-29,0,0
37829,RD,D,2022-06-30,0,0
37830,RD,D,2022-07-01,0,0
37831,RD,D,2022-07-02,0,0
37832,RD,D,2022-07-03,0,0
37833,RD,D,2022-07-04,0,0
37834,RD,D,2022-07-05,0,0
37835,RD,D,2022-07-06,0,0
37836,RD,D,2022-07-07,0,0
37837,RD,D,2022-07-08,0,0
37838,RD,D,2022-07-09,0,0
37839,RD,D,2022-07-10,0,0
37840,RD,D,2022-07-11,0,0
37841,RD,D,2022-07-12,0,0
37842,RD,D,2022-07-13,0,0
37843,RD,D,2022-07-14,0,0
37844,RD,D,2022-07-15,0,0
37845,RD,D,2022-07-16,0,0
37846,RD,D,2022-07-17,0,0
37847,RD,D,2022-07-18,0,0
37848,RD,D,2022-07-19,0,0
37849,RD,D,2022-07-20,0,0
37850,RD,D,2022-07-21,0,0
37851,RD,D,2022-07-22,0,0
37852,RD,D,2022-07-23,0,0
37853,RD,D,2022-07-24,0,0
37854,RD,D,2022-07-25,0,0
37855,RD,D,2022-07-26,0,0
37856,RD,D,2022-07-27,0,0
37857,RD,D,2022-07-28,0,0
37858,RD,D,2022-07-29,0,0
37859,RD,D,2022-07-30,0,0
37860,RD,D,2022-07-31,0,0
37861,RD,D,2022-08-01,0,0
37862,RD,D,2022-08-02,0,0
37863,RD,D,2022-08-03,0,0
37864,RD,D,2022-08-04,0,0
37865,RD,D,2022-08-05,0,0
37866,RD,D,2022-08-06,0,0
37867,RD,D,2022-08-07,0,0
37868,RD,D,2022-08-08,0,0
37869,RD,D,2022-08-09,0,0
37870,RD,D,2022-08-10,0,0
37871,RD,D,2022-08-11,0,0
37872,RD,D,2022-08-12,0,0
37873,RD,D,2022-08-13,0,0
37874,RD,D,2022-08-14,0,0
37875,RD,D,2022-08-15,0,0
37876,RD,D,2022-08-16,0,0
37877,RD,D,2022-08-17,0,0
37878,RD,D,2022-08-18,0,0
37879,RD,D,2022-08-19,0,0
37880,RD,D,2022-08-20,0,0
37881,RD,D,2022-08-21,0,0
37882,RD,D,2022-08-22,0,0
37883,RD,D,2022-08-23,0,0
37884,RD,D,2022-08-24,0,0
37885,RD,D,2022-08-25,0,0
37886,RD,D,2022-08-26,0,0
37887,RD,D,2022-08-27,0,0
37888,RD,D,2022-08-28,0,0
37889,RD,D,2022-08-29,0,0
37890,RD,D,2022-08-30,0,0
37891,RD,D,2022-08-31,0,0
37892,RD,D,2022-09-01,0,0
37893,RD,D,2022-09-02,0,0
37894,RD,D,2022-09-03,0,0
37895,RD,D,2022-09-04,0,0
37896,RD,D,2022-09-05,0,0
37897,RD,D,2022-09-06,0,0
37898,RD,D,2022-09-07,0,0
37899,RD,D,2022-09-08,0,0
37900,RD,D,2022-09-09,0,0
37901,RD,D,2022-09-10,0,0
37902,RD,D,2022-09-11,0,0
37903,RD,D,2022-09-12,0,0
37904,RD,D,2022-09-13,0,0
37905,RD,D,2022-09-14,0,0
37906,RD,D,2022-09-15,0,0
37907,RD,D,2022-09-16,0,0
37908,RD,D,2022-09-17,0,0
37909,RD,D,2022-09-18,0,0
37910,RD,D,2022-09-19,0,0
37911,RD,D,2022-09-20,0,0
37912,RD,D,2022-09-21,0,0
37913,RD,D,2022-09-22,0,0
37914,RD,D,2022-09-23,0,0
37915,RD,D,2022-09-24,0,0
37916,RD,D,2022-09-25,0,0
37917,RD,D,2022-09-26,0,0
37918,RD,D,2022-09-27,0,0
37919,RD,D,2022-09-28,0,0
37920,RD,D,2022-09-29,0,0
37921,RD,D,2022-09-30,0,0
37922,RD,D,2022-10-01,0,0
37923,RD,D,2022-10-02,0,0
37924,RD,D,2022-10-03,0,0
37925,RD,D,2022-10-04,0,0
37926,RD,D,2022-10-05,0,0
37927,RD,D,2022-10-06,0,0
37928,RD,D,2022-10-07,0,0
37929,RD,D,2022-10-08,0,0
37930,RD,D,2022-10-09,0,0
37931,RD,D,2022-10-10,0,0
37932,RD,D,2022-10-11,0,0
37933,RD,D,2022-10-12,0,0
37934,RD,D,2022-10-13,0,0
37935,RD,D,2022-10-14,0,0
37936,RD,D,2022-10-15,0,0
37937,RD,D,2022-10-16,0,0
37938,RD,D,2022-10-17,0,0
37939,RD,D,2022-10-18,0,0
37940,RD,D,2022-10-19,0,0
37941,RD,D,2022-10-20,0,0
37942,RD,D,2022-10-21,0,0
37943,RD,D,2022-10-22,0,0
37944,RD,D,2022-10-23,0,0
37945,RD,D,2022-10-24,0,0
37946,RD,D,2022-10-25,0,0
37947,RD,D,2022-10-26,0,0
37948,RD,D,2022-10-27,0,0
37949,RD,D,2022-10-28,0,0
37950,RD,D,2022-10-29,0,0
37951,RD,D,2022-10-30,0,0
37952,RD,D,2022-10-31,0,0
37953,RD,D,2022-11-01,0,0
37954,RD,D,2022-11-02,0,0
37955,RD,D,2022-11-03,0,0
37956,RD,D,2022-11-04,0,0
37957,RD,D,2022-11-05,0,0
37958,RD,D,2022-11-06,0,0
37959,RD,D,2022-11-07,3820,575
37960,RD,D,2022-11-08,0,0
37961,RD,D,2022-11-09,0,0
37962,RD,D,2022-11-10,0,0
37963,RD,D,2022-11-11,0,0
37964,RD,D,2022-11-12,0,0
37965,RD,D,2022-11-13,0,0
37966,RD,D,2022-11-14,0,0
37967,RD,D,2022-11-15,0,0
37968,RD,D,2022-11-16,0,0
37969,RD,D,2022-11-17,0,0
37970,RD,D,2022-11-18,0,0
37971,RD,D,2022-11-19,0,0
37972,RD,D,2022-11-20,0,0
37973,RD,D,2022-11-21,0,0
37974,RD,D,2022-11-22,0,0
37975,RD,D,2022-11-23,0,0
37976,RD,D,2022-11-24,0,0
37977,RD,D,2022-11-25,0,0
37978,RD,D,2022-11-26,0,0
37979,RD,D,2022-11-27,0,0
37980,RD,D,2022-11-28,0,0
37981,RD,D,2022-11-29,0,0
37982,RD,D,2022-11-30,0,0
