date,item,corporation,location,model,answer
2023-11-13,CR,C,J,ExtraTree,0.08067393903411307
2023-11-14,CR,C,J,ExtraTree,0.08067393903411307
2023-11-15,CR,C,J,ExtraTree,0.11336624672642077
2023-11-16,CR,C,J,ExtraTree,15.594527029870902
2023-11-17,CR,C,J,ExtraTree,11.981522675247229
2023-11-18,CR,C,J,ExtraTree,0.1426631217264208
2023-11-19,CR,C,J,ExtraTree,0.1426631217264208
2023-11-20,CR,C,J,ExtraTree,0.08067393903411307
2023-11-21,CR,C,J,ExtraTree,0.08067393903411307
2023-11-22,CR,C,J,ExtraTree,0.11336624672642077
2023-11-23,CR,C,J,ExtraTree,12.777337045600397
2023-11-24,CR,C,J,ExtraTree,0.11336624672642077
2023-11-25,CR,C,J,ExtraTree,14.18233668891
2023-11-26,CR,C,J,ExtraTree,14.18233668891
2023-11-27,CR,C,J,ExtraTree,1.3648010288242798
2023-11-28,CR,C,J,ExtraTree,0.08067393903411307
2023-11-29,CR,C,J,ExtraTree,16.292206050411764
2023-11-30,CR,C,J,ExtraTree,35.63988063726124
2023-12-01,CR,C,J,ExtraTree,16.292206050411764
2023-12-02,CR,C,J,ExtraTree,22.652203970080134
2023-12-03,CR,C,J,ExtraTree,22.652203970080134
2023-12-04,CR,C,J,ExtraTree,3.2244850671625915
2023-12-05,CR,C,J,ExtraTree,19.4954641836579
2023-12-06,CR,C,J,ExtraTree,0.11336624672642077
2023-12-07,CR,C,J,ExtraTree,24.760789446997034
2023-12-08,CR,C,J,ExtraTree,34.194384696054705
2023-12-09,CR,C,J,ExtraTree,41.09918766218579
2023-12-10,CR,C,J,ExtraTree,41.09918766218579
2023-12-11,CR,C,J,ExtraTree,2.6425788066020566
2023-12-12,CR,C,J,ExtraTree,12.725776077646266
2023-12-13,CR,C,J,ExtraTree,0.11336624672642077
2023-12-14,CR,C,J,ExtraTree,39.9562451966652
2023-12-15,CR,C,J,ExtraTree,41.39847574378329
2023-12-16,CR,C,J,ExtraTree,22.46341937070889
2023-12-17,CR,C,J,ExtraTree,22.46341937070889
2023-12-18,CR,C,J,ExtraTree,15.890525908513283
2023-12-19,CR,C,J,ExtraTree,64.0208388877838
2023-12-20,CR,C,J,ExtraTree,50.94794056496408
2023-12-21,CR,C,J,ExtraTree,83.27444157026267
2023-12-22,CR,C,J,ExtraTree,43.08349279985663
2023-12-23,CR,C,J,ExtraTree,1221.9889118026765
2023-12-24,CR,C,J,ExtraTree,1221.9889118026765
2023-12-25,CR,C,J,ExtraTree,46.1156847390973
2023-12-26,CR,C,J,ExtraTree,145.46931014666328
2023-12-27,CR,C,J,ExtraTree,94.78028674285795
2023-12-28,CR,C,J,ExtraTree,1194.5394208537266
2023-12-29,CR,C,J,ExtraTree,28.419039294385307
2023-12-30,CR,C,J,ExtraTree,123.29593945281553
2023-12-31,CR,C,J,ExtraTree,123.29593945281553
2023-11-01,CR,D,J,ExtraTree,0.0
2023-11-02,CR,D,J,ExtraTree,0.0
2023-11-03,CR,D,J,ExtraTree,0.0
2023-11-04,CR,D,J,ExtraTree,0.053763440860215
2023-11-05,CR,D,J,ExtraTree,0.053763440860215
2023-11-06,CR,D,J,ExtraTree,0.0
2023-11-07,CR,D,J,ExtraTree,0.0
2023-11-08,CR,D,J,ExtraTree,0.0
2023-11-09,CR,D,J,ExtraTree,0.0
2023-11-10,CR,D,J,ExtraTree,0.0
2023-11-11,CR,D,J,ExtraTree,0.053763440860215
2023-11-12,CR,D,J,ExtraTree,0.053763440860215
2023-11-13,CR,D,J,ExtraTree,0.0
2023-11-14,CR,D,J,ExtraTree,0.0
2023-11-15,CR,D,J,ExtraTree,0.0
2023-11-16,CR,D,J,ExtraTree,0.0
2023-11-17,CR,D,J,ExtraTree,0.0
2023-11-18,CR,D,J,ExtraTree,0.053763440860215
2023-11-19,CR,D,J,ExtraTree,0.053763440860215
2023-11-20,CR,D,J,ExtraTree,23.822014014970534
2023-11-21,CR,D,J,ExtraTree,0.0
2023-11-22,CR,D,J,ExtraTree,28.22215894250677
2023-11-23,CR,D,J,ExtraTree,53.38652116262911
2023-11-24,CR,D,J,ExtraTree,53.19490010075176
2023-11-25,CR,D,J,ExtraTree,81.95788415106789
2023-11-26,CR,D,J,ExtraTree,81.95788415106789
2023-11-27,CR,D,J,ExtraTree,20.188125126081648
2023-11-28,CR,D,J,ExtraTree,55.46907509157509
2023-11-29,CR,D,J,ExtraTree,23.86382560917344
2023-11-30,CR,D,J,ExtraTree,53.38652116262911
2023-12-01,CR,D,J,ExtraTree,49.198332756832
2023-12-02,CR,D,J,ExtraTree,132.23295073041444
2023-12-03,CR,D,J,ExtraTree,132.23295073041444
2023-12-04,CR,D,J,ExtraTree,8.077443691574127
2023-12-05,CR,D,J,ExtraTree,125.10030812752257
2023-12-06,CR,D,J,ExtraTree,65.90471354477098
2023-12-07,CR,D,J,ExtraTree,92.68333406002996
2023-12-08,CR,D,J,ExtraTree,830.7007669787099
2023-12-09,CR,D,J,ExtraTree,1547.2353653387545
2023-12-10,CR,D,J,ExtraTree,1547.2353653387545
2023-12-11,CR,D,J,ExtraTree,12.892958937198069
2023-12-12,CR,D,J,ExtraTree,1162.8215991859577
2023-12-13,CR,D,J,ExtraTree,1457.405474945782
2023-12-14,CR,D,J,ExtraTree,867.263497444549
2023-12-15,CR,D,J,ExtraTree,876.8203319950396
2023-12-16,CR,D,J,ExtraTree,1397.8427809946982
2023-12-17,CR,D,J,ExtraTree,1397.8427809946982
2023-12-18,CR,D,J,ExtraTree,6.406111111111111
2023-12-19,CR,D,J,ExtraTree,1177.8019974321887
2023-12-20,CR,D,J,ExtraTree,1709.054349163305
2023-12-21,CR,D,J,ExtraTree,2006.9895775386449
2023-12-22,CR,D,J,ExtraTree,2001.951214112642
2023-12-23,CR,D,J,ExtraTree,1977.8276504102175
2023-12-24,CR,D,J,ExtraTree,1977.8276504102175
2023-12-25,CR,D,J,ExtraTree,2056.3594967305644
2023-12-26,CR,D,J,ExtraTree,1058.2492863172988
2023-12-27,CR,D,J,ExtraTree,1932.3205592449397
2023-12-28,CR,D,J,ExtraTree,1998.661420884608
2023-12-29,CR,D,J,ExtraTree,2036.605490202399
2023-12-30,CR,D,J,ExtraTree,2003.1056126338888
2023-12-31,CR,D,J,ExtraTree,2003.1056126338888
2023-11-01,CR,D,S,ExtraTree,0.0
2023-11-02,CR,D,S,ExtraTree,0.0
2023-11-03,CR,D,S,ExtraTree,0.0
2023-11-04,CR,D,S,ExtraTree,0.0
2023-11-05,CR,D,S,ExtraTree,0.0
2023-11-06,CR,D,S,ExtraTree,0.0
2023-11-07,CR,D,S,ExtraTree,0.0
2023-11-08,CR,D,S,ExtraTree,0.0
2023-11-09,CR,D,S,ExtraTree,0.0
2023-11-10,CR,D,S,ExtraTree,0.0
2023-11-11,CR,D,S,ExtraTree,0.0
2023-11-12,CR,D,S,ExtraTree,0.0
2023-11-13,CR,D,S,ExtraTree,0.0
2023-11-14,CR,D,S,ExtraTree,0.0
2023-11-15,CR,D,S,ExtraTree,0.0
2023-11-16,CR,D,S,ExtraTree,0.0
2023-11-17,CR,D,S,ExtraTree,0.0
2023-11-18,CR,D,S,ExtraTree,0.0
2023-11-19,CR,D,S,ExtraTree,0.0
2023-11-20,CR,D,S,ExtraTree,0.0
2023-11-21,CR,D,S,ExtraTree,0.0
2023-11-22,CR,D,S,ExtraTree,0.0
2023-11-23,CR,D,S,ExtraTree,0.0
2023-11-24,CR,D,S,ExtraTree,0.0
2023-11-25,CR,D,S,ExtraTree,0.0
2023-11-26,CR,D,S,ExtraTree,0.0
2023-11-27,CR,D,S,ExtraTree,0.0
2023-11-28,CR,D,S,ExtraTree,0.0
2023-11-29,CR,D,S,ExtraTree,0.0
2023-11-30,CR,D,S,ExtraTree,0.0
2023-12-01,CR,D,S,ExtraTree,0.0
2023-12-02,CR,D,S,ExtraTree,0.0
2023-12-03,CR,D,S,ExtraTree,0.0
2023-12-04,CR,D,S,ExtraTree,0.0
2023-12-05,CR,D,S,ExtraTree,0.0
2023-12-06,CR,D,S,ExtraTree,0.0
2023-12-07,CR,D,S,ExtraTree,0.0
2023-12-08,CR,D,S,ExtraTree,0.0
2023-12-09,CR,D,S,ExtraTree,0.0
2023-12-10,CR,D,S,ExtraTree,0.0
2023-12-11,CR,D,S,ExtraTree,0.0
2023-12-12,CR,D,S,ExtraTree,0.0
2023-12-13,CR,D,S,ExtraTree,0.0
2023-12-14,CR,D,S,ExtraTree,0.0
2023-12-15,CR,D,S,ExtraTree,0.0
2023-12-16,CR,D,S,ExtraTree,6.904312354312355
2023-12-17,CR,D,S,ExtraTree,6.904312354312355
2023-12-18,CR,D,S,ExtraTree,6.904312354312355
2023-12-19,CR,D,S,ExtraTree,6.904312354312355
2023-12-20,CR,D,S,ExtraTree,6.904312354312355
2023-12-21,CR,D,S,ExtraTree,6.904312354312355
2023-12-22,CR,D,S,ExtraTree,843.1738233260995
2023-12-23,CR,D,S,ExtraTree,2.2825
2023-12-24,CR,D,S,ExtraTree,2.2825
2023-12-25,CR,D,S,ExtraTree,0.0
2023-12-26,CR,D,S,ExtraTree,0.0
2023-12-27,CR,D,S,ExtraTree,0.0
2023-12-28,CR,D,S,ExtraTree,0.0
2023-12-29,CR,D,S,ExtraTree,0.0
2023-12-30,CR,D,S,ExtraTree,0.0
2023-12-31,CR,D,S,ExtraTree,0.0
2023-11-01,CR,E,J,ExtraTree,0.0
2023-11-02,CR,E,J,ExtraTree,0.04524456521739128
2023-11-03,CR,E,J,ExtraTree,0.0
2023-11-04,CR,E,J,ExtraTree,0.0
2023-11-05,CR,E,J,ExtraTree,0.0
2023-11-06,CR,E,J,ExtraTree,0.0
2023-11-07,CR,E,J,ExtraTree,0.0
2023-11-08,CR,E,J,ExtraTree,0.0
2023-11-09,CR,E,J,ExtraTree,0.04524456521739128
2023-11-10,CR,E,J,ExtraTree,0.0
2023-11-11,CR,E,J,ExtraTree,0.0
2023-11-12,CR,E,J,ExtraTree,0.0
2023-11-13,CR,E,J,ExtraTree,0.0
2023-11-14,CR,E,J,ExtraTree,0.0
2023-11-15,CR,E,J,ExtraTree,0.0
2023-11-16,CR,E,J,ExtraTree,0.04524456521739128
2023-11-17,CR,E,J,ExtraTree,0.0
2023-11-18,CR,E,J,ExtraTree,0.0
2023-11-19,CR,E,J,ExtraTree,0.0
2023-11-20,CR,E,J,ExtraTree,0.0
2023-11-21,CR,E,J,ExtraTree,0.0
2023-11-22,CR,E,J,ExtraTree,0.9275369100209254
2023-11-23,CR,E,J,ExtraTree,14.660917405971073
2023-11-24,CR,E,J,ExtraTree,28.081188819872597
2023-11-25,CR,E,J,ExtraTree,35.827696650277495
2023-11-26,CR,E,J,ExtraTree,35.827696650277495
2023-11-27,CR,E,J,ExtraTree,1.718409090909091
2023-11-28,CR,E,J,ExtraTree,0.0
2023-11-29,CR,E,J,ExtraTree,62.166761673783725
2023-11-30,CR,E,J,ExtraTree,48.445457360475224
2023-12-01,CR,E,J,ExtraTree,50.276063606876946
2023-12-02,CR,E,J,ExtraTree,85.66831685363019
2023-12-03,CR,E,J,ExtraTree,85.66831685363019
2023-12-04,CR,E,J,ExtraTree,0.15397727272727274
2023-12-05,CR,E,J,ExtraTree,823.5951263760749
2023-12-06,CR,E,J,ExtraTree,1652.940245826383
2023-12-07,CR,E,J,ExtraTree,1733.6383794466392
2023-12-08,CR,E,J,ExtraTree,1727.2213591624245
2023-12-09,CR,E,J,ExtraTree,1730.891088099852
2023-12-10,CR,E,J,ExtraTree,1730.891088099852
2023-12-11,CR,E,J,ExtraTree,0.15397727272727274
2023-12-12,CR,E,J,ExtraTree,1174.7646168647007
2023-12-13,CR,E,J,ExtraTree,1671.8561676590887
2023-12-14,CR,E,J,ExtraTree,1458.77943951591
2023-12-15,CR,E,J,ExtraTree,1518.3241634296255
2023-12-16,CR,E,J,ExtraTree,1562.7532925666123
2023-12-17,CR,E,J,ExtraTree,1562.7532925666123
2023-12-18,CR,E,J,ExtraTree,0.0625
2023-12-19,CR,E,J,ExtraTree,1212.2351308604905
2023-12-20,CR,E,J,ExtraTree,1738.5444685766151
2023-12-21,CR,E,J,ExtraTree,1895.5196608171734
2023-12-22,CR,E,J,ExtraTree,2032.1757561319855
2023-12-23,CR,E,J,ExtraTree,1985.9155883275273
2023-12-24,CR,E,J,ExtraTree,1985.9155883275273
2023-12-25,CR,E,J,ExtraTree,564.3638984219815
2023-12-26,CR,E,J,ExtraTree,1155.888823582838
2023-12-27,CR,E,J,ExtraTree,2024.3236813333738
2023-12-28,CR,E,J,ExtraTree,2034.16623023971
2023-12-29,CR,E,J,ExtraTree,1924.095008942588
2023-12-30,CR,E,J,ExtraTree,1872.0978750111199
2023-12-31,CR,E,J,ExtraTree,1872.0978750111199
2023-11-01,CR,E,S,ExtraTree,0.0
2023-11-02,CR,E,S,ExtraTree,0.0
2023-11-03,CR,E,S,ExtraTree,0.0
2023-11-04,CR,E,S,ExtraTree,0.0
2023-11-05,CR,E,S,ExtraTree,0.0
2023-11-06,CR,E,S,ExtraTree,0.0
2023-11-07,CR,E,S,ExtraTree,0.0
2023-11-08,CR,E,S,ExtraTree,0.0
2023-11-09,CR,E,S,ExtraTree,0.0
2023-11-10,CR,E,S,ExtraTree,0.0
2023-11-11,CR,E,S,ExtraTree,0.0
2023-11-12,CR,E,S,ExtraTree,0.0
2023-11-13,CR,E,S,ExtraTree,0.0
2023-11-14,CR,E,S,ExtraTree,0.0
2023-11-15,CR,E,S,ExtraTree,0.0
2023-11-16,CR,E,S,ExtraTree,0.0
2023-11-17,CR,E,S,ExtraTree,0.0
2023-11-18,CR,E,S,ExtraTree,0.0
2023-11-19,CR,E,S,ExtraTree,0.0
2023-11-20,CR,E,S,ExtraTree,0.0
2023-11-21,CR,E,S,ExtraTree,0.0
2023-11-22,CR,E,S,ExtraTree,0.0
2023-11-23,CR,E,S,ExtraTree,0.0
2023-11-24,CR,E,S,ExtraTree,0.0
2023-11-25,CR,E,S,ExtraTree,0.0
2023-11-26,CR,E,S,ExtraTree,0.0
2023-11-27,CR,E,S,ExtraTree,0.0
2023-11-28,CR,E,S,ExtraTree,0.0
2023-11-29,CR,E,S,ExtraTree,0.0
2023-11-30,CR,E,S,ExtraTree,0.0
2023-12-01,CR,E,S,ExtraTree,0.0
2023-12-02,CR,E,S,ExtraTree,0.0
2023-12-03,CR,E,S,ExtraTree,0.0
2023-12-04,CR,E,S,ExtraTree,0.0
2023-12-05,CR,E,S,ExtraTree,0.0
2023-12-06,CR,E,S,ExtraTree,0.0
2023-12-07,CR,E,S,ExtraTree,0.0
2023-12-08,CR,E,S,ExtraTree,0.9158333333333333
2023-12-09,CR,E,S,ExtraTree,0.0
2023-12-10,CR,E,S,ExtraTree,0.0
2023-12-11,CR,E,S,ExtraTree,0.0
2023-12-12,CR,E,S,ExtraTree,0.0
2023-12-13,CR,E,S,ExtraTree,0.0
2023-12-14,CR,E,S,ExtraTree,0.0
2023-12-15,CR,E,S,ExtraTree,0.9158333333333333
2023-12-16,CR,E,S,ExtraTree,0.0
2023-12-17,CR,E,S,ExtraTree,0.0
2023-12-18,CR,E,S,ExtraTree,0.0
2023-12-19,CR,E,S,ExtraTree,0.0
2023-12-20,CR,E,S,ExtraTree,0.0
2023-12-21,CR,E,S,ExtraTree,0.0
2023-12-22,CR,E,S,ExtraTree,0.0
2023-12-23,CR,E,S,ExtraTree,0.0
2023-12-24,CR,E,S,ExtraTree,0.0
2023-12-25,CR,E,S,ExtraTree,0.0
2023-12-26,CR,E,S,ExtraTree,0.0
2023-12-27,CR,E,S,ExtraTree,0.0
2023-12-28,CR,E,S,ExtraTree,0.0
2023-12-29,CR,E,S,ExtraTree,0.0
2023-12-30,CR,E,S,ExtraTree,0.0
2023-12-31,CR,E,S,ExtraTree,0.0
2023-11-01,RD,A,J,ExtraTree,498.8981870121714
2023-11-02,RD,A,J,ExtraTree,489.5120694737542
2023-11-03,RD,A,J,ExtraTree,534.3773315929079
2023-11-04,RD,A,J,ExtraTree,584.3500440865074
2023-11-05,RD,A,J,ExtraTree,584.3500440865074
2023-11-06,RD,A,J,ExtraTree,3.799415584415584
2023-11-07,RD,A,J,ExtraTree,662.9005910745544
2023-11-08,RD,A,J,ExtraTree,565.8014732747077
2023-11-09,RD,A,J,ExtraTree,425.4035031407816
2023-11-10,RD,A,J,ExtraTree,510.90242547818923
2023-11-11,RD,A,J,ExtraTree,544.7152137293647
2023-11-12,RD,A,J,ExtraTree,544.7152137293647
2023-11-13,RD,A,J,ExtraTree,3.799415584415584
2023-11-14,RD,A,J,ExtraTree,647.537786735536
2023-11-15,RD,A,J,ExtraTree,540.8418943120037
2023-11-16,RD,A,J,ExtraTree,541.8334898689658
2023-11-17,RD,A,J,ExtraTree,547.5115131405269
2023-11-18,RD,A,J,ExtraTree,572.0270062897919
2023-11-19,RD,A,J,ExtraTree,572.0270062897919
2023-11-20,RD,A,J,ExtraTree,3.7654870129870135
2023-11-21,RD,A,J,ExtraTree,618.025381724141
2023-11-22,RD,A,J,ExtraTree,409.2466433981131
2023-11-23,RD,A,J,ExtraTree,166.34107559799207
2023-11-24,RD,A,J,ExtraTree,659.9437211700335
2023-11-25,RD,A,J,ExtraTree,468.7407428181866
2023-11-26,RD,A,J,ExtraTree,468.7407428181866
2023-11-27,RD,A,J,ExtraTree,3.7654870129870135
2023-11-28,RD,A,J,ExtraTree,613.0061778303645
2023-11-29,RD,A,J,ExtraTree,477.7937263292587
2023-11-30,RD,A,J,ExtraTree,410.92217396783474
2023-12-01,RD,A,J,ExtraTree,447.04068466308337
2023-12-02,RD,A,J,ExtraTree,485.0948366503012
2023-12-03,RD,A,J,ExtraTree,485.0948366503012
2023-12-04,RD,A,J,ExtraTree,1.7143729707792206
2023-12-05,RD,A,J,ExtraTree,453.44484620911663
2023-12-06,RD,A,J,ExtraTree,761.0282118101675
2023-12-07,RD,A,J,ExtraTree,577.4958172878747
2023-12-08,RD,A,J,ExtraTree,861.8004090313784
2023-12-09,RD,A,J,ExtraTree,530.8221824262315
2023-12-10,RD,A,J,ExtraTree,530.8221824262315
2023-12-11,RD,A,J,ExtraTree,5.939569271737194
2023-12-12,RD,A,J,ExtraTree,519.5872370362614
2023-12-13,RD,A,J,ExtraTree,912.7294628935596
2023-12-14,RD,A,J,ExtraTree,548.6519814935372
2023-12-15,RD,A,J,ExtraTree,575.192840187714
2023-12-16,RD,A,J,ExtraTree,637.2051912199757
2023-12-17,RD,A,J,ExtraTree,637.2051912199757
2023-12-18,RD,A,J,ExtraTree,5.494698564111032
2023-12-19,RD,A,J,ExtraTree,442.02007093043443
2023-12-20,RD,A,J,ExtraTree,570.5835924830542
2023-12-21,RD,A,J,ExtraTree,573.7786594201019
2023-12-22,RD,A,J,ExtraTree,584.3368050343327
2023-12-23,RD,A,J,ExtraTree,579.7467927803821
2023-12-24,RD,A,J,ExtraTree,579.7467927803821
2023-12-25,RD,A,J,ExtraTree,176.7122617639378
2023-12-26,RD,A,J,ExtraTree,512.3629423748896
2023-12-27,RD,A,J,ExtraTree,604.6442116752052
2023-12-28,RD,A,J,ExtraTree,581.8768528602612
2023-12-29,RD,A,J,ExtraTree,609.6531303407231
2023-12-30,RD,A,J,ExtraTree,604.4349057255398
2023-12-31,RD,A,J,ExtraTree,604.4349057255398
2023-11-01,RD,A,S,ExtraTree,0.0345394736842105
2023-11-02,RD,A,S,ExtraTree,0.0
2023-11-03,RD,A,S,ExtraTree,0.0
2023-11-04,RD,A,S,ExtraTree,0.0
2023-11-05,RD,A,S,ExtraTree,0.0
2023-11-06,RD,A,S,ExtraTree,0.0
2023-11-07,RD,A,S,ExtraTree,0.0
2023-11-08,RD,A,S,ExtraTree,0.0345394736842105
2023-11-09,RD,A,S,ExtraTree,0.0
2023-11-10,RD,A,S,ExtraTree,0.0
2023-11-11,RD,A,S,ExtraTree,0.0
2023-11-12,RD,A,S,ExtraTree,0.0
2023-11-13,RD,A,S,ExtraTree,0.0
2023-11-14,RD,A,S,ExtraTree,0.0
2023-11-15,RD,A,S,ExtraTree,0.0345394736842105
2023-11-16,RD,A,S,ExtraTree,0.0
2023-11-17,RD,A,S,ExtraTree,0.0
2023-11-18,RD,A,S,ExtraTree,0.0
2023-11-19,RD,A,S,ExtraTree,0.0
2023-11-20,RD,A,S,ExtraTree,0.0
2023-11-21,RD,A,S,ExtraTree,0.0
2023-11-22,RD,A,S,ExtraTree,0.0345394736842105
2023-11-23,RD,A,S,ExtraTree,0.0
2023-11-24,RD,A,S,ExtraTree,0.0
2023-11-25,RD,A,S,ExtraTree,0.0
2023-11-26,RD,A,S,ExtraTree,0.0
2023-11-27,RD,A,S,ExtraTree,0.0552173913043478
2023-11-28,RD,A,S,ExtraTree,0.0
2023-11-29,RD,A,S,ExtraTree,0.0345394736842105
2023-11-30,RD,A,S,ExtraTree,15.962739731531608
2023-12-01,RD,A,S,ExtraTree,20.854424418963198
2023-12-02,RD,A,S,ExtraTree,11.315029143371246
2023-12-03,RD,A,S,ExtraTree,11.315029143371246
2023-12-04,RD,A,S,ExtraTree,0.0890344427244582
2023-12-05,RD,A,S,ExtraTree,418.65521734024003
2023-12-06,RD,A,S,ExtraTree,599.6602057879987
2023-12-07,RD,A,S,ExtraTree,524.9071429107908
2023-12-08,RD,A,S,ExtraTree,547.1942779288249
2023-12-09,RD,A,S,ExtraTree,492.09760516336667
2023-12-10,RD,A,S,ExtraTree,492.09760516336667
2023-12-11,RD,A,S,ExtraTree,7.484026960784314
2023-12-12,RD,A,S,ExtraTree,390.74241059682015
2023-12-13,RD,A,S,ExtraTree,405.10869671431567
2023-12-14,RD,A,S,ExtraTree,451.86339744760943
2023-12-15,RD,A,S,ExtraTree,486.42657081744017
2023-12-16,RD,A,S,ExtraTree,543.8936012610477
2023-12-17,RD,A,S,ExtraTree,543.8936012610477
2023-12-18,RD,A,S,ExtraTree,9.777234724372207
2023-12-19,RD,A,S,ExtraTree,408.9683218166386
2023-12-20,RD,A,S,ExtraTree,673.118257697266
2023-12-21,RD,A,S,ExtraTree,560.2148462858014
2023-12-22,RD,A,S,ExtraTree,549.8904006119807
2023-12-23,RD,A,S,ExtraTree,656.7468607316553
2023-12-24,RD,A,S,ExtraTree,656.7468607316553
2023-12-25,RD,A,S,ExtraTree,690.7771510894985
2023-12-26,RD,A,S,ExtraTree,447.52512639987106
2023-12-27,RD,A,S,ExtraTree,573.0264774184852
2023-12-28,RD,A,S,ExtraTree,585.3465087546429
2023-12-29,RD,A,S,ExtraTree,571.2175710722947
2023-12-30,RD,A,S,ExtraTree,647.6228178668255
2023-12-31,RD,A,S,ExtraTree,647.6228178668255
2023-11-01,RD,C,S,ExtraTree,0.0
2023-11-02,RD,C,S,ExtraTree,0.0
2023-11-03,RD,C,S,ExtraTree,0.0
2023-11-04,RD,C,S,ExtraTree,0.0
2023-11-05,RD,C,S,ExtraTree,0.0
2023-11-06,RD,C,S,ExtraTree,0.0
2023-11-07,RD,C,S,ExtraTree,0.0
2023-11-08,RD,C,S,ExtraTree,0.0
2023-11-09,RD,C,S,ExtraTree,0.0
2023-11-10,RD,C,S,ExtraTree,0.0
2023-11-11,RD,C,S,ExtraTree,0.0
2023-11-12,RD,C,S,ExtraTree,0.0
2023-11-13,RD,C,S,ExtraTree,0.0
2023-11-14,RD,C,S,ExtraTree,0.0
2023-11-15,RD,C,S,ExtraTree,0.0
2023-11-16,RD,C,S,ExtraTree,0.0
2023-11-17,RD,C,S,ExtraTree,0.0
2023-11-18,RD,C,S,ExtraTree,0.0
2023-11-19,RD,C,S,ExtraTree,0.0
2023-11-20,RD,C,S,ExtraTree,0.0
2023-11-21,RD,C,S,ExtraTree,0.0
2023-11-22,RD,C,S,ExtraTree,0.0
2023-11-23,RD,C,S,ExtraTree,0.0
2023-11-24,RD,C,S,ExtraTree,0.0
2023-11-25,RD,C,S,ExtraTree,0.0
2023-11-26,RD,C,S,ExtraTree,0.0
2023-11-27,RD,C,S,ExtraTree,0.0
2023-11-28,RD,C,S,ExtraTree,0.0
2023-11-29,RD,C,S,ExtraTree,0.0
2023-11-30,RD,C,S,ExtraTree,0.0
2023-12-01,RD,C,S,ExtraTree,0.0
2023-12-02,RD,C,S,ExtraTree,0.0
2023-12-03,RD,C,S,ExtraTree,0.0
2023-12-04,RD,C,S,ExtraTree,0.0
2023-12-05,RD,C,S,ExtraTree,0.0
2023-12-06,RD,C,S,ExtraTree,0.0
2023-12-07,RD,C,S,ExtraTree,0.0
2023-12-08,RD,C,S,ExtraTree,0.0
2023-12-09,RD,C,S,ExtraTree,0.0
2023-12-10,RD,C,S,ExtraTree,0.0
2023-12-11,RD,C,S,ExtraTree,0.0
2023-12-12,RD,C,S,ExtraTree,0.0
2023-12-13,RD,C,S,ExtraTree,0.0
2023-12-14,RD,C,S,ExtraTree,0.0
2023-12-15,RD,C,S,ExtraTree,0.0
2023-12-16,RD,C,S,ExtraTree,0.0
2023-12-17,RD,C,S,ExtraTree,0.0
2023-12-18,RD,C,S,ExtraTree,0.0
2023-12-19,RD,C,S,ExtraTree,0.0
2023-12-20,RD,C,S,ExtraTree,0.0
2023-12-21,RD,C,S,ExtraTree,0.0
2023-12-22,RD,C,S,ExtraTree,0.0
2023-12-23,RD,C,S,ExtraTree,0.0
2023-12-24,RD,C,S,ExtraTree,0.0
2023-12-25,RD,C,S,ExtraTree,0.0
2023-12-26,RD,C,S,ExtraTree,0.0
2023-12-27,RD,C,S,ExtraTree,0.0
2023-12-28,RD,C,S,ExtraTree,0.0
2023-12-29,RD,C,S,ExtraTree,0.0
2023-12-30,RD,C,S,ExtraTree,0.0
2023-12-31,RD,C,S,ExtraTree,0.0
2023-11-01,RD,D,J,ExtraTree,0.0
2023-11-02,RD,D,J,ExtraTree,0.0
2023-11-03,RD,D,J,ExtraTree,0.0
2023-11-04,RD,D,J,ExtraTree,1.1325
2023-11-05,RD,D,J,ExtraTree,1.1325
2023-11-06,RD,D,J,ExtraTree,0.0
2023-11-07,RD,D,J,ExtraTree,470.593464067795
2023-11-08,RD,D,J,ExtraTree,14.022659791189206
2023-11-09,RD,D,J,ExtraTree,0.0
2023-11-10,RD,D,J,ExtraTree,0.0
2023-11-11,RD,D,J,ExtraTree,0.0
2023-11-12,RD,D,J,ExtraTree,0.0
2023-11-13,RD,D,J,ExtraTree,0.0
2023-11-14,RD,D,J,ExtraTree,0.0
2023-11-15,RD,D,J,ExtraTree,0.0
2023-11-16,RD,D,J,ExtraTree,0.0
2023-11-17,RD,D,J,ExtraTree,0.0
2023-11-18,RD,D,J,ExtraTree,0.0
2023-11-19,RD,D,J,ExtraTree,0.0
2023-11-20,RD,D,J,ExtraTree,0.0
2023-11-21,RD,D,J,ExtraTree,0.0
2023-11-22,RD,D,J,ExtraTree,0.0
2023-11-23,RD,D,J,ExtraTree,0.0
2023-11-24,RD,D,J,ExtraTree,0.0
2023-11-25,RD,D,J,ExtraTree,0.0
2023-11-26,RD,D,J,ExtraTree,0.0
2023-11-27,RD,D,J,ExtraTree,0.0
2023-11-28,RD,D,J,ExtraTree,0.0
2023-11-29,RD,D,J,ExtraTree,0.0
2023-11-30,RD,D,J,ExtraTree,0.0
2023-12-01,RD,D,J,ExtraTree,0.0
2023-12-02,RD,D,J,ExtraTree,1.1325
2023-12-03,RD,D,J,ExtraTree,1.1325
2023-12-04,RD,D,J,ExtraTree,0.0
2023-12-05,RD,D,J,ExtraTree,0.5416666666666666
2023-12-06,RD,D,J,ExtraTree,0.0
2023-12-07,RD,D,J,ExtraTree,9.723649191086691
2023-12-08,RD,D,J,ExtraTree,514.9737743145334
2023-12-09,RD,D,J,ExtraTree,17.543247182964095
2023-12-10,RD,D,J,ExtraTree,17.543247182964095
